 2,500 Japanese  students in Osaka  protest against Iraq  war	Japanese PLACE country="JP" form="NAM" gazref="IGDB:19768770" id="Pl-7" latLong="36.000°N 138.000°E" predicative="true" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-12" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY",Osaka PLACE country="JP" form="NAM" gazref="IGDB:19759095" id="Pl-6" latLong="34.667°N 135.500°E" state="JP-27" type="PPLA"	Iraq 33.0 44.0 iq_00,Osaka 34.69374084472656 135.50218200683594 jp_32,
Sam But, uh.	 	
Yeah, Westwood .	Westwood PLACE country="US" form="NAM" gazref="IGDB:1661156" id="Pl-10" latLong="40.306°N 121.005°W" state="CA" type="PPL", 	Westwood 34.056121826171875 -118.43063354492188 us_ca,
Tanny That's where my brother stayed at one time.	 	
Sam Oh yeah, and it it's a n- no, it's a nice area , it's just, I guess, you know, it was..	 ,area PLACE country="US" form="NOM" gazref="IGDB:1661156" id="Pl-11" latLong="40.306°N 121.005°W" state="CA" type="PPL"	
. was...	 	
Tanny Eh.	 	
Sam The guy was just you know, he said the wrong thing to the wrong person.	 	
I -- I don't know, they.	 	
.. they..	 	
. they...	 	
Tanny So there's that -- there's that all over the place.	 	
Y- you know, no matter -- there's no way to get away from that no matter what.	 	
You know, there's -- even in the nicest neighborhoods, you know, I mean you get people slaughtering their families, you know.	 	
Sam Yeah.	 	
Oh, yeah, yeah.	 	
Yeah, goodness.	 	
Tanny I mean, that just.	 	
.. just..	 	
. just...	 	
Sam So ha- have you ever been, uh, the target of a crime?	 	
Tanny Um, I have, um.	 	
Sam Yeah.	 	
Tanny When I first came to Stockton where I live, my ex-husband and I, we were driving in, we got mugged.	 ,Stockton PLACE country="US" form="NAM" gazref="IGDB:1660872" id="Pl-19" latLong="37.958°N 121.290°W" state="CA" type="PPL"	Stockton 37.957698822021484 -121.29077911376953 us_ca,
Sam Oh, man.	 	
Tanny You know, s- they ran up to the car and it was, like two Mexicans and two black guys.	 	
And they, eh, you know, i- the- -- they were telling him, you -- -- know, give me your money.	 	
It's not.	 	
.. not..	 	
. not...	 	
Eh, thank God I hadn't a bunch of money.	 	
I had, like, five dollars in my pocket.	 	
Sam Oh, man.	 	
I would.	 	
.. would..	 	
. would...	 	
Tanny The rest of the money was stuck in my bra.	 	bra 55.76884078979492 9.819669723510742 dk_18,
Sam I would've hit the guy.	 	
Tanny Huh?	 	
Sam I would- -- I would've put in reverse, hit the gas and put it forward and hit the gas again.	 	
Tanny Well, I- i- they had -- they -- Sam Yeah.	 	
Tanny The thing is, you know, they walked up and before I realized what was going on.	 	
Sam Yeah.	 	
Ah, that that stinks Tanny And they had me and he didn't want to get hurt.	 	
He didn't -- he didn't want me to get hurt, so he he was like.	 	
.. like..	 	
. like...	 	
Sam Yeah.	 	
Tanny The- other tha -- you know, other than that, they didn't get no money, really, except for five bucks.	 	
Sam Ah.	 	
Tanny And a ring -- and the grea.	 	grea 15.73840045928955 38.5960807800293 er_00,
.. grea..	 	
. grea...	 	grea 15.73840045928955 38.5960807800293 er_00,
Sam Least -- at least that much is, uh, is good.	 	Sam 37.23984146118164 -81.3409423828125 us_va,
Um. Eh, the -- Yeah, i- it it it sucks people -- people actually, you know, do stuff like that, you know.	 	
Don't want toyou know, they don't want to earn their money, so they have to take it from somebody.	 	
Tanny Yeah.	 	
Sam And, uh, yeah, so wh- what do you.	 	
.. you..	 	
. you...	 	
Tanny Just recently n- -- Go ahead.	 	
Sam What do you do to to, uh -- do you like, avoid certain areas of town now, or what?	 ,area PLACE country="US" form="NOM" gazref="IGDB:1661156" id="Pl-11" latLong="40.306°N 121.005°W" state="CA" type="PPL",town PLACE country="US" form="NOM" gazref="IGDB:1660872" id="Pl-13" latLong="37.958°N 121.290°W" state="CA" type="PPL"	
Tanny I -- yeah, um, I, uh, I -- well, no, actually.	 	
I do avoid certain areas.	 ,area PLACE country="US" form="NOM" gazref="IGDB:1661156" id="Pl-11" latLong="40.306°N 121.005°W" state="CA" type="PPL"	
That happened to me back in years and years, but I still live in South Side .	 ,South Side PLACE country="US" form="NAM" gazref="IGDB:1660872" id="Pl-14" latLong="37.958°N 121.290°W" mod="S" state="CA" type="PPL"	South Side 34.13071060180664 -79.75923156738281 us_sc,
Sam Oh, and, uh, these days it's, uh, it's worse.	 	
You know?	 	
Tanny Yeah, I oh, yeah, my hu- my husband when he was driving cab.	 	
Sam Uh.	 	
Tanny He had nine bullet holes in his cab and he he got hit upside the head by -- with the uh the handle -- you know, the the grip of the gun.	 	
Sam Oh.	 	
They pistol whipped him?	 	
Oh yeah.	 	
Tanny He had black eyes for days, you know.	 	
And h- he -- and they didn't get nothing from him.	 	
Sam Yeah.	 	
Tanny You know.	 	
I -- Sam Yeah, I remember, uh, no, it's it's funny, like, uh, I lived in in the capital of, uh, New Jersey , Trenton , for a while.	 ,Trenton PLACE country="US" form="NAM" gazref="IGDB:885540" id="Pl-15" latLong="40.217°N 74.743°W" state="NJ" type="PPLA",New Jersey PLACE country="US" form="NAM" gazref="IGDB:1780795" id="Pl-17" latLong="40.167°N 74.500°W" state="NJ" type="CIVIL",capital PLACE country="US" form="NOM" gazref="IGDB:885540" id="Pl-16" latLong="40.217°N 74.743°W" state="NJ" type="PPLA"	Trenton 38.485191345214844 -122.85193634033203 us_ca,New Jersey 40.16706085205078 -74.49987030029297 us_nj,
Tanny Uh-huh.	 	
Sam Two years.	 	
You know, that place is just real high crime.	 	
You got drug addicts all over the place.	 	
I mean, i- it's just just, you know, zombie cr- eh, crackheads everywhere and nobody ever bothered me.	 	
Tanny Yeah.	 	
Sam If fact, the drug dealers eh, the word on the street was the drug dealers told everybody not to mess with me.	 	
Tanny Yeah, well, you know, as long as you keep to yourself.	 	
Sam I'm reading the Hilldale county -- Yeah, th- they the people liked me, you know, and they thought I was, uh, you know, a cool guy so everybody, everybody left me alone.	 ,Hilldale PLACE country="US" county="Hilldale" form="NAM" id="Pl-18" type="CIVIL"	Hilldale 38.66733932495117 -78.4336166381836 us_va,
Tanny You know.	 	
As -- Sam You know, I didn't even have to -- Tanny y- yeah, as long -- Sam You know, n- Tanny As long as you don't s- start shit with them, excuse my language, but, you know, they're fine.	 	
Sam put much -- Yeah, but, you know.	 	
Tanny You know, I I mean, where I live they call it, they call it, one of the ghettos is Stockton , okay, um, uh.	 ,Stockton PLACE country="US" form="NAM" gazref="IGDB:1660872" id="Pl-19" latLong="37.958°N 121.290°W" state="CA" type="PPL"	Stockton 37.957698822021484 -121.29077911376953 us_ca,
I mean, my son, he's eleven years old, and I k- I keep a real close eye on him.	 	
Sam Yeah.	 	
Tanny You know.	 	
I mean, h- i- -- The gangs, I'm not worried about about him getting entered into gangs, but he's going to wind up hurting somebody if they come after him, because he's not a violent person at all, but my son, people doesn't -- they don't realize my son is only eleven because he stands five foot four.	 	
Sam Yeah.	 	
Tanny Er, five foot.	 	
. foot..	 	
Sam I -- Tanny Excuse me, five foot six.	 	
Sam Goodness, he's taller than I am.	 	
Tanny You know.	 	
Sam Well, I'm I'm kind of short, but, uh.	 	
Tanny He, uh, eh, he's a -- he's big and stocky.	 	
He his dad, you know, was big and.	 	
Sam Yeah, I'm stocky myself, so that's probably why I -- why people leave me alone.	 	
Tanny I tell him -- Sam Uh.	 	
Tanny I tell him he's th- everybody, that's my linebackers for the Raiders, my linebacker for the Raiders, you know.	 	
Shit, he's the whole line, you know.	 	
I'm going to go rob a uh -- he went to rob a laundromat for whatever reason.	laundromat PLACE country="US" id="P-33" type="FAC"	
B Winds up shooting a man in the laundromat . uh What had happened they were tussling and he had a gun that w- w- w- -- it was a big gun.	laundromat PLACE country="US" id="P-33" type="FAC"	
We have a lot of that here around this area .	area PLACE country="US" form="NOM" id="Pl-1" type="RGN"	
Whatever he has to do for the -- we have a lot of Mexicans here in this county too and we have blacks course, you know, and whites and a lot of and whatever we ha- it should be fair for everybody.	county PLACE country="US" form="NOM" id="Pl-2" type="CIVIL"	
B Well up here we already had one of the highest uh public transportation prices in the country .	country PLACE country="US" form="NOM" gazref="IGDB:840" id="Pl-3" type="COUNTRY"	
Mildred Hi, I'm Mildred from West Virginia .	West Virginia PLACE country="US" form="NAM" gazref="IGDB:1780805" id="Pl-1" latLong="38.500°N 80.500°W" state="US-WV" type="CIVIL"	West Virginia 38.50038146972656 -80.50009155273438 us_wv,
Carrie Well, I'm in Alabama .	Alabama PLACE country="US" form="NAM" gazref="IGDB:1780775" id="Pl-13" latLong="32.750°N 86.750°W" state="US-AL" type="CIVIL"	
I've been- Mildred You're in Alabama .	Alabama PLACE country="US" form="NAM" gazref="IGDB:1780775" id="Pl-13" latLong="32.750°N 86.750°W" state="US-AL" type="CIVIL"	
Carrie I've been to your lovely state once before, down in the hollers.	state PLACE country="US" form="NOM" gazref="IGDB:1780775" id="Pl-8" latLong="32.750°N 86.750°W" mod="N" state="US-AL" type="CIVIL"	
I have two sisters that lived in Alabama .	Alabama PLACE country="US" form="NAM" gazref="IGDB:1780775" id="Pl-13" latLong="32.750°N 86.750°W" state="US-AL" type="CIVIL"	
One's in Pell City , one's in Birmingham .	Pell City PLACE country="US" form="NAM" gazref="IGDB:165801" id="Pl-6" latLong="33.586°N 86.286°W" state="US-AL" type="PPL",Birmingham PLACE country="US" form="NAM" gazref="IGDB:159174" id="Pl-7" latLong="33.521°N 86.802°W" state="US-AL" type="PPL"	Pell City 33.58620834350586 -86.28608703613281 us_al,Birmingham 37.072608947753906 -81.81372833251953 us_va,
Carrie No, I'm in the northern part of the state . Mildred Oh.	state PLACE country="US" form="NOM" gazref="IGDB:1780775" id="Pl-8" latLong="32.750°N 86.750°W" mod="N" state="US-AL" type="CIVIL"	
Carrie Do you all have a big Christmas at your house ?	house PLACE country="US" form="NOM" id="Pl-91" type="FAC"	
Mildred we go to my niece's house and Carrie Yeah.	house PLACE country="US" form="NOM" id="Pl-91" type="FAC"	
I have a sister in Ohio , she usually comes in.	Ohio PLACE country="US" form="NAM" gazref="IGDB:1086497" id="Pl-11" latLong="40.250°N 83.000°W" state="US-OH" type="CIVIL"	Ohio 31.539329528808594 -98.08614349365234 us_tx,
When I was little, we lived in Wisconsin , Mildred Uh-huh.	Wisconsin PLACE country="US" form="NAM" gazref="IGDB:1780806" id="Pl-12" latLong="44.500°N 90.000°W" state="US-WI" type="CIVIL"	Wisconsin 44.500240325927734 -90.00041198730469 us_wi,
Carrie and then when we moved to Alabama there wasn't a lot of family close by. -for the holiday and it's the only holiday that we actually all get together on.	Alabama PLACE country="US" form="NAM" gazref="IGDB:1780775" id="Pl-13" latLong="32.750°N 86.750°W" state="US-AL" type="CIVIL"	
Mildred -well, my sister usually comes in from Ohio because it's not that far like -- two hundred fifty miles or something, and she'll come in for Thanksgiving.	Ohio PLACE country="US" form="NAM" gazref="IGDB:1086497" id="Pl-11" latLong="40.250°N 83.000°W" state="US-OH" type="CIVIL"	
Carrie -and she's going to have to fly back to Wisconsin , um- Mildred Uh-huh.	Wisconsin PLACE country="US" form="NAM" gazref="IGDB:1780806" id="Pl-12" latLong="44.500°N 90.000°W" state="US-WI" type="CIVIL"	Wisconsin 44.500240325927734 -90.00041198730469 us_wi,
Mildred Well, like, Alabama from here, my sister's is about six hundred miles from me, the one down there.	Alabama PLACE country="US" form="NAM" gazref="IGDB:1780775" id="Pl-13" latLong="32.750°N 86.750°W" state="US-AL" type="CIVIL"	
Carrie -I went to a place ca-- I want to say it was called Stump Town , Mildred Mhm.	Stump Town PLACE country="US" form="NAM" id="Pl-14" state="US-AL" type="PPL",place PLACE country="US" form="NOM" id="Pl-15" state="US-AL" type="PPL"	Stump Town 46.150760650634766 -113.04087829589844 us_mt,
Carrie uh, it was a real small place . It- they w- had to go up there about some natural gas rights or something like that.	place PLACE country="US" form="NOM" id="Pl-15" state="US-AL" type="PPL"	
Yeah, you had to cross a little walking, swinging bridge to get to this man's house , you know.	bridge PLACE country="US" form="NOM" id="Pl-90" type="FAC",house PLACE country="US" form="NOM" id="Pl-91" type="FAC"	
I'm Kate in Pennsylvania .	Pennsylvania PLACE country="US" form="NAM" gazref="IGDB:1780798" id="Pl-2" latLong="40.750°N 77.750°W" state="PA" type="CIVIL"	Pennsylvania 40.74993896484375 -73.99121856689453 us_ny,
This is Judy from Mayfield , Kentucky .	Kentucky PLACE country="US" form="NAM" gazref="IGDB:1780786" id="Pl-4" latLong="37.500°N 85.250°W" state="KY" type="CIVIL",Mayfield PLACE country="US" form="NAM" gazref="IGDB:498715" id="Pl-3" latLong="36.742°N 88.637°W" state="KY" type="PPL"	Mayfield 37.42633056640625 -122.1421890258789 us_ca,
Kate Judy I've talked to people from Pennsylvania , yes.	Pennsylvania PLACE country="US" form="NAM" gazref="IGDB:1780798" id="Pl-2" latLong="40.750°N 77.750°W" state="PA" type="CIVIL"	Pennsylvania 40.74993896484375 -73.99121856689453 us_ny,
Go to Tennessee to see my, uh, two sisters.	Tennessee PLACE country="US" form="NAM" gazref="IGDB:1326873" id="Pl-8" latLong="35.750°N 86.250°W" state="TN" type="CIVIL"	
Judy that -- lives away from here in Arkansas -- are real close, but the two sisters from Tennessee , we're not real close.	Tennessee PLACE country="US" form="NAM" gazref="IGDB:1326873" id="Pl-8" latLong="35.750°N 86.250°W" state="TN" type="CIVIL",Arkansas PLACE country="US" form="NAM" gazref="IGDB:69085" id="Pl-9" latLong="34.750°N 92.500°W" state="AK" type="CIVIL"	Tennessee 31.956560134887695 -94.3182601928711 us_tx,Arkansas 39.07455062866211 -78.72917938232422 us_wv,
Judy Uh, this is going to be a new one, Kate Aw, well- Judy going to Tennessee , and the regular tradition is going to my mother- in-law's.	Tennessee PLACE country="US" form="NAM" gazref="IGDB:1326873" id="Pl-8" latLong="35.750°N 86.250°W" state="TN" type="CIVIL"	
Judy Um, now, uh, di- But we are going to set this up as a tradition to meet at this one sister's house in Tennessee . Um, yeah and thi- and we're not doing gifts this year, but next year we're going to give- draw names.	Tennessee PLACE country="US" form="NAM" gazref="IGDB:1326873" id="Pl-8" latLong="35.750°N 86.250°W" state="TN" type="CIVIL"	Tennessee 31.956560134887695 -94.3182601928711 us_tx,
Uh, we have, uh, one of our married children in the same town up here, and one of them down in South Carolina .	South Carolina PLACE country="US" form="NAM" gazref="IGDB:1780799" id="Pl-10" latLong="34.000°N 81.000°W" state="SC" type="CIVIL"	South Carolina 34.000431060791016 -81.00009155273438 us_sc,
Judy Well, my daughter is in Louisville , clear across the state , and she's not coming home.	Louisville PLACE country="US" form="NAM" gazref="IGDB:510453" id="Pl-11" latLong="38.254°N 85.759°W" state="KY" type="PPL",state PLACE country="US" form="NOM" gazref="IGDB:1780786" id="Pl-12" latLong="37.500°N 85.250°W" state="KY" type="CIVIL"	Louisville 44.89754867553711 -75.01576232910156 us_ny,
Fallujah , Iraq .	Fallujah PLACE country="IQ" form="NAM" gazref="IGDB:16897741" id="Pl-3" latLong="33.356°N 43.783°E" state="IQ-AN" type="PPL",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-5" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
Much of the country is unstable, but national elections are still scheduled to take place in Iraq in January.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-5" latLong="33.000°N 44.000°E" type="COUNTRY",country PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-10" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
Do you think the US is doing the right thing in Iraq ?	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-2" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-5" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
But my dad was in the army and he was in Vietnam war and he's like, this is crazy, you know.	Vietnam PLACE country="VN" form="NAM" gazref="IGDB:16266660" id="Pl-11" latLong="16.167°N 107.833°E" type="COUNTRY"	Vietnam 16.166669845581055 107.83332824707031 vn_00,
B right -- a little bit right after the war started in Iraq there was a soldier that spoke out and he got reprimanded for it.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-5" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
What happened to America ?	America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-12" type="COUNTRY"	America 39.7599983215332 -98.5 us_00,
I mean, we used to have to right to say what you- B Yeah, we're over there supposedly helping Iraq , and I don't think those people care either -- A No, I don't think they- B I mean, uh, some of them do -- but then most of the idiots are the ones that are causing these problems.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-5" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
I forget which country that was.	country PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-10" latLong="33.000°N 44.000°E" type="COUNTRY"	
Oh, Afghanistan did a A -ghanistan .	Afghanistan PLACE country="AF" form="NAM" gazref="IGDB:16632074" id="Pl-13" latLong="33.000°N 65.000°E" type="COUNTRY",-ghanistan PLACE country="AF" form="NAM" gazref="IGDB:16632074" id="Pl-14" latLong="33.000°N 65.000°E" type="COUNTRY"	Afghanistan 24.478609085083008 54.35057067871094 ae_01,
Fallujah , Iraq .	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-9" latLong="33.000°N 44.000°E" type="COUNTRY",Fallujah PLACE country="IQ" form="NAM" gazref="IGDB:16897741" id="Pl-10" latLong="33.356°N 43.783°E" state="IQ-AN" type="PPL"	Iraq 33.0 44.0 iq_00,
Much of the country is unstable, but national elections are still scheduled to take place in Iraq in January.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-9" latLong="33.000°N 44.000°E" type="COUNTRY",country PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-11" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
Do you think the US is doing the right thing in Iraq ?	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-12" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-9" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
Tom So, uh, I just talked to someone yesterday about the problems in Iraq .	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-9" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
Tom Uh, Pocatello , Idaho .	Idaho PLACE country="US" form="NAM" gazref="IGDB:1780783" id="Pl-16" latLong="44.500°N 114.250°W" state="US-ID" type="CIVIL",Pocatello PLACE country="US" form="NAM" gazref="IGDB:398053" id="Pl-14" latLong="42.871°N 112.445°W" state="US-ID" type="PPL"	Idaho 42.86172866821289 -77.55554962158203 us_ny,Pocatello 42.871299743652344 -112.4455337524414 us_id,
Joe Idaho , oh, okay.	Idaho PLACE country="US" form="NAM" gazref="IGDB:1780783" id="Pl-16" latLong="44.500°N 114.250°W" state="US-ID" type="CIVIL"	
C- I'm in Connecticut .	Connecticut PLACE country="US" form="NAM" gazref="IGDB:1780780" id="Pl-18" latLong="41.667°N 72.667°W" state="US-CT" type="CIVIL"	
Joe I said, I'm in Connecticut .	Connecticut PLACE country="US" form="NAM" gazref="IGDB:1780780" id="Pl-18" latLong="41.667°N 72.667°W" state="US-CT" type="CIVIL"	
Joe ((T- I have a)) Tom Got a -- I've got a son close to there, eh, Philadelphia .	Philadelphia PLACE country="US" form="NAM" gazref="IGDB:1210052" id="Pl-19" latLong="39.952°N 75.164°W" state="US-PA" type="PPL"	Philadelphia 44.15449905395508 -75.70881652832031 us_ny,
Joe Well, I have a nephew, he just got back from Iraq .	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-9" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
Joe He was in the army and he's going to probably be going to Afghanistan he told me.	Afghanistan PLACE country="AF" form="NAM" gazref="IGDB:16632074" id="Pl-21" latLong="33.000°N 65.000°E" type="COUNTRY"	Afghanistan 24.478609085083008 54.35057067871094 ae_01,
Joe he didn't get his papers where he's going to be c- -- he's in upstate New York right now but he's going to -- have to probably go back to- to either Iraq or Af- Afghanistan .	Afghanistan PLACE country="AF" form="NAM" gazref="IGDB:16632074" id="Pl-21" latLong="33.000°N 65.000°E" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-9" latLong="33.000°N 44.000°E" type="COUNTRY",New York PLACE country="US" form="NAM" gazref="IGDB:976772" id="Pl-27" latLong="40.714°N 74.006°W" predicative="true" state="US-NY" type="PPL"	New York 32.167930603027344 -95.66912841796875 us_tx,Afghanistan 24.478609085083008 54.35057067871094 ae_01,Iraq 33.0 44.0 iq_00,
Joe You know, so, but it's- it's kind of a scary thing and I don't know if the United States is doing the right thing.	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-23" type="COUNTRY"	United States 39.7599983215332 -98.5 us_00,
Joe I- I kind of lean- Tom Uh, I think- -- I think Bush -- is, uh, trying to -- -- you know, his his dad -- pulled everybody out when they just, uh, kicked -- people out of, uh, Joe Kuwait .	Kuwait PLACE country="KW" form="NAM" gazref="IGDB:19210228" id="Pl-25" latLong="29.500°N 47.750°E" type="COUNTRY"	
Tom Kuwait .	Kuwait PLACE country="KW" form="NAM" gazref="IGDB:19210228" id="Pl-25" latLong="29.500°N 47.750°E" type="COUNTRY"	
That's why his father didn't want to invade Iraq , because of all these problems they're having now.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-9" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
Well Joe (()) guys where stationed there in Iraq .	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-9" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
Yeah, that guy Bernard, uh, the guy that was New York mayor.	New York PLACE country="US" form="NAM" gazref="IGDB:976772" id="Pl-27" latLong="40.714°N 74.006°W" predicative="true" state="US-NY" type="PPL"	New York 32.167930603027344 -95.66912841796875 us_tx,
Or, not the mayor the New York police department chief or whatever.	New York PLACE country="US" form="NAM" gazref="IGDB:976772" id="Pl-27" latLong="40.714°N 74.006°W" predicative="true" state="US-NY" type="PPL"	New York 32.167930603027344 -95.66912841796875 us_tx,York police department 40.86445999145508 -97.59200286865234 us_ne,
Yeah, it's all -- you know, I I I don't know if we're doing the right thing because now look at Iran , what are we going to be, uh, and he he's talking about trying to invade Iran now.	Iran PLACE country="IR" form="NAM" gazref="IGDB:16932748" id="Pl-29" latLong="32.000°N 53.000°E" type="COUNTRY"	Iran 32.0 53.0 ir_00,
Fallujah , Iraq .	Fallujah PLACE country="IQ" form="NAM" gazref="IGDB:16897741" id="Pl-9" latLong="33.356°N 43.783°E" state="IQ-AN" type="PPL",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
Much of the country is unstable, but national elections are still scheduled to take place in Iraq in January.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
Do you think the US is doing the right thing in Iraq ?	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-11" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
Allan Hi, I'm Allan from ~ LA .	LA PLACE country="US" form="NAM" gazref="IGDB:1663328" id="Pl-15" latLong="34.052°N 118.243°W" state="US-CA" type="PPL"	
Allan ~ LA , ~ LA .	LA PLACE country="US" form="NAM" gazref="IGDB:1663328" id="Pl-15" latLong="34.052°N 118.243°W" state="US-CA" type="PPL"	
Allan Um, yeah, ok- um, eh, uh, it was talking something about, uh, the war in Iraq , um, I guess, yeah, it's a good thing -- about the elections that are going on.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
I just talked to somebody from ~ LA a couple days ago about that on the -- survey line.	LA PLACE country="US" form="NAM" gazref="IGDB:1663328" id="Pl-15" latLong="34.052°N 118.243°W" state="US-CA" type="PPL"	
Yeah, that's why I think it will, too, because they- they pushed it in Iraq .	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
I mean, uh, excuse me, in Afghanistan .	Afghanistan PLACE country="AF" form="NAM" gazref="IGDB:16632074" id="Pl-16" latLong="33.000°N 65.000°E" type="COUNTRY"	Afghanistan 24.478609085083008 54.35057067871094 ae_01,
So, that's why, uh, I- I don't know i- There's always going to be problems there, I just don't -- I don't know how long we should -- be in Iraq .	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
A But, they- they definitely need to take a back seat to some sort -- you know, some sort of Iraqi government there.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-8" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY"	
I don't know if that could, uh, if that's a -- plausible goal or not because, uh, it's just that- that -- a lot of that's, you know, uh, weapons and terrorists have been, you know, getting through the borders, probably from Syria .	Syria PLACE country="SY" form="NAM" gazref="IGDB:17451884" id="Pl-18" latLong="35.000°N 38.000°E" type="COUNTRY"	Syria 38.48789978027344 -78.32611846923828 us_va,
Romania voted in the last December, ousting the so-called socialist party PSD (Social-Democratic Party).	Romania PLACE country="RO" form="NAM" gazref="IGDB:20100038" id="Pl-2" latLong="46.000°N 25.000°E" type="COUNTRY"	Romania 39.793418884277344 -79.04474639892578 us_pa,
His paper was on a political personality of the 19th century and Mischie bought the house where his paper's subject lived.	house PLACE country="RO" form="NOM" id="Pl-94" type="FAC"	
Maybe he tried to invest in his paper, maybe he believed sincerely in his admiration for the poor innocent dead guy and his ability of earning PhDs, but using a big car and living in a big house are signs for the masses that the man is an invaluable and irreplaceable leader.	house PLACE country="RO" form="NOM" id="Pl-94" type="FAC"	
Another misleading sign was his position as a University professor - he was teaching mostly at private universities, which are still ways to buy diplomas here in Romania .	Romania PLACE country="RO" form="NAM" gazref="IGDB:20100038" id="Pl-2" latLong="46.000°N 25.000°E" type="COUNTRY"	Romania 39.793418884277344 -79.04474639892578 us_pa,
It is known that communist leaders die in office (as judges of the U.S. Supreme Court) and Ion Iliescu won't be different.	U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-4" predicative="true" type="COUNTRY"	U.S. 39.7599983215332 -98.5 us_00,
All the leaders that expressed different points of view will be excluded from the party, that's the untold truth that Romanian media seem to hide or not conceive yet.	Romania PLACE country="RO" form="NAM" gazref="IGDB:20100038" id="Pl-2" latLong="46.000°N 25.000°E" type="COUNTRY",Romanian PLACE country="RO" form="NAM" gazref="IGDB:20100038" id="Pl-3" latLong="46.000°N 25.000°E" predicative="true" type="COUNTRY"	
