 2,500 Japanese  students in Osaka  protest against Iraq  war	Japanese PLACE country="JP" form="NAM" gazref="IGDB:19768770" id="Pl-7" latLong="36.000°N 138.000°E" predicative="true" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-12" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY",Osaka PLACE country="JP" form="NAM" gazref="IGDB:19759095" id="Pl-6" latLong="34.667°N 135.500°E" state="JP-27" type="PPLA"
This is getting a little harsh; she might have messed up at HP (I refuse to call it by the new name, for now), but she wasn't actively trying to destroy a great company and wreck the shareholders.	
It just, well, happened.	
So, right, Carly was a bad manager, and she eventually got what she deserved, but she isn't evil incarnate.	
 Blockbuster  Hollywood  -- A debt-based hostile takeover?	Hollywood PLACE country="US" form="NAM" gazref="IGDB:1661757" id="Pl-1" latLong="34.098°N 118.326°W" state="US-CA" type="PPL"
2005-02-12T16:07:00 I've been keeping a careful eye on the Blockbuster Hollywood machinations for a while (and well I should -- I have stock in one of the deal's participants, Movie Gallery ), but even so I'm surprised that Blockbuster's latest gambit is to buy up Hollywood 's debt .	Hollywood PLACE country="US" form="NAM" gazref="IGDB:1661757" id="Pl-4" latLong="34.098°N 118.326°W" state="US-CA" type="PPL"
It's an admirable hedge -- if Movie Gallery wins, it could improve Hollywood 's rating, and either way it offers Blockbuster some leverage.	Hollywood PLACE country="US" form="NAM" gazref="IGDB:1661757" id="Pl-4" latLong="34.098°N 118.326°W" state="US-CA" type="PPL"
And this is, as far as I know, the first time since the Allegheny deal that there's been a hostile takeover using debt.	
 Joe Granville's Still At It	
2005-02-12T17:17:00 Joseph Granville, the octogenarian technical analyst, has predicted a precipitous decline in stock prices this year .	
I'm a little bearish, myself (it always helps), but I've taken the liberty of checking some alternate sources for Granville information , from which I get the following incident: Granville's behavior easily attracted public attention.	
His investment seminars were bizarre extravaganzas, sometimes featuring a trained chimpanzee who could play Granville's theme song, "The Bagholder's Blues," on a piano.	
He once showed up at an investment seminar dressed as Moses, wearing a crown and carrying tablets.	
Granville made extravagant claims for his forecasting ability.	
He said he could forecast earthquakes and once claimed to have predicted six of the past seven major world quakes.	
He was quoted by Time magazine as saying, "I don't think that I will ever make a serious mistake in the stock market for the rest of my life," and he predicted that he would win the Nobel Prize in economics . Sounds like a paragon of stability and common sense to me!	
 Verizon MCI -- That's all, folks!	
2005-02-14T21:15:00 I was hoping for another incredibly drawn-out story, full of antitrust drama, lurking potential bidders, and contentious confrontations between executives.	
And then MCI just sort of accepted a Verizon deal without really bothering anybody . Clearly, their corporate culture has suffered -- 25 years ago, MCI was the brawling upstart in the telecom industry, constantly challenging AT&amp;T's right to exist, much less to monopolize the phone system.	
And now, they're swallowed by Just Another Monolith.	
I expected better -- meaner and tougher, sure, but better nonetheless.	
 G's Investing -- Greenspan and Star Wars	
2005-02-15T18:58:00 G's Investing argues that Alan Greenspan is a George Lucas-esque figure : In the Star Wars universe of George Lucas, he portrays a benevolent dictatorship (or benevolent monarchy) as being superior to a democracy, with the democracy being the system rife with bureaucracy and bloat.	
With Greenspan's unspoken position as economic czar, that's what we have right now: a benevolent dictatorship of the Fed.	
But one of the why dictatorships are so inferior to democracies is that democracy offers a stable, peaceful transfer of power.	
Will we have that at the Fed, when Greenspan leaves Indeed. muckdog ?	
???-??-??T19:19:00 ??	
??-??-??T19:19:00 ???	
?-??-??T19:19:00 ????	
-??-??T19:19:00 ????-?	
?-??T19:19:00 ????-??	
-??T19:19:00 ????-??-?	
?T19:19:00 ????-??-??	
T19:19:00 Can't remember where I saw this, maybe at socialsecuritychoice.org.	
Anyways, the battle lines for social security privatization are being identified as those who are for Choice and Ownership (Bush), versus those who equate investing in the SP500 as playing the slot machines (AARP, most Democrats, etc).	
The battle is now for the endorsement of Sir Alan Greenspan.	
Where will Dr. Greenshades come down in this debate?	
What will he say on privatization and the associated costs with implementing such a system?	
I think that'll have a pretty big impact on what happens next.	
.. next..	
. next...	
Byrne ????-??-??	
T19:25:00 Ooohhh.	
.. Ooohhh..	
. Ooohhh...	
I can't tell you how much I want to take sides here, but I'm trying to keep my political opinions out of this -- I'd really hate to alienate half my political audience in a single endorsement.	
So I'll just note that I don't see it as quite so black-and-white, and I think some of the compromises (like reducing taxes for parents, on the grounds that children are the assets backing Social Security) might be useful and -- we are dealing with a win-or-lose, vote-or-not situation -- practical. muckdog ?	
???-??-??T21:16:00 ??	
??-??-??T21:16:00 ???	
?-??-??T21:16:00 ????	
-??-??T21:16:00 ????-?	
?-??T21:16:00 ????-??	
-??T21:16:00 ????-??-?	
?T21:16:00 ????-??-??	
T21:16:00 Yeah, I'm interested in hearing some obtuse Greenspanisms regarding this topic...	
 Northshore Management Update	
2005-02-16T21:20:00 Northshore Management, the hedge fund firm accused of stealing millions of dollars in client funds, is now facing actual SEC action .	
The amount in question: $37 million.	
While it's not a major sum compared to the amounts consider before (as high as $90 million), it's good to see that the issue's getting resolved.	
Though, of course, there's always the chance that these fund managers were stupid and shortsighted, not actually criminal; apparently, the money stolen was lent to or invested in companies the managers controlled -- so they're guilty of front-running, at the least.	
But they might have been using Northshore as an alternative source of capital: Having invested all they could risk, it would only make sense to turn to other sources.	
What we'll need to look for in the coming weeks are 1) What happened to the money once it was invested in these companies (were they real companies, or just avenues for stolen funds?) and 2) How much of this was disclosed beforehand.	
 An Airline Passenger's Bill of Rights?	
2005-02-17T21:15:00 Has the EU once again lost its mind?	 
The one industry in which Europe incontrovertibly beats the US is their aviation industry , thanks mainly to the fact that their lawmakers have left the operation of the industry up to the people who own it, and left passenger's rights in the hands of choosy passengers.	 ,US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-2" type="COUNTRY"
And now they're ready to 'fix' that with a new package of ill-advised rules completely changing the nature of airlines . Before, a potential customer could choose between a cosy, near-certain ride from an expensive company or a hustled, uncomfortable, and absurdly cheap one from a smaller competitor.	 
And now?	 
Not a chance.	 
  Russia  : Pure potential, or, potentially, nothing	Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-1" latLong="60.000°N 100.000°E" type="COUNTRY"
2005-02-22T07:29:00 Read this report on the U.S. - Russia Technology Symposium .	U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-4" predicative="true" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-2" latLong="60.000°N 100.000°E" predicative="true" type="COUNTRY"
It's a great summary of the paradoxes of the Russian economy: They have a huge untapped supply of valuable IT labor, but their IT exports are only a tenth of their military exports (and only a thirtieth of India 's IT exports).	Russian PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-3" latLong="60.000°N 100.000°E" predicative="true" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-2" latLong="60.000°N 100.000°E" predicative="true" type="COUNTRY",India PLACE country="IN" form="NAM" gazref="IGDB:17902205" id="Pl-5" latLong="20.000°N 77.000°E" type="COUNTRY"
They develop lots of new technology, but nobody can tell who owns what.	
And, of course, their securities laws and property rights are even flimsier than China 's -- after the Putin administration mugged Yukos on the grounds that it was too attractive a target to leave alone, they lost a lot of trust.	China PLACE country="CN" form="NAM" gazref="IGDB:18099327" id="Pl-6" latLong="35.000°N 105.000°E" type="COUNTRY"
Still, they have an unbelieveable amount of untapped potential.	
 The stock-driven prognosis	
2005-02-22T19:19:00 I can think of only one good reason to be this enthusiastic about Martha Stewart Living : The fact that so many investors are so clearly enthusiastic about Martha Stewart Living .	
Let's be clear: There are few worse times to buy a stock than when the namesake and guiding force behind the company is in prison (whether or not she really should be), advertising is down by nearly half, and the brand has been tarnished beyond recognition.	
And yet the stock's within a few points of an all-time high.	
Wonders never cease.	
 Khodorkovsky denies guilt	
2005-02-25T05:41:00 Well, I would, too.	
On the other hand, the Russian legal system is a bit less, well, legalistic -- they seem much more concerned about the chance that someone will harm the state than about actual matters of right and wrong.	Russian PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-1" latLong="60.000°N 100.000°E" predicative="true" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-2" latLong="60.000°N 100.000°E" type="COUNTRY"
So it's pretty significant that Mikhail Khodorkovsky is taking the risk of maintaining his innocence .	
At this point, he has essentially no chance of recovering anything, unless Russia sees a change in political control and the US applies some pressure.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-3" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-2" latLong="60.000°N 100.000°E" type="COUNTRY"
 Choicepoint's biggest screwup	
2005-02-26T13:07:00 We all know by now that Choicepoint allowed some highly respectable Nigerian businessmen of impeccable credentials to view hundreds of thousands of customer records for entirely legitimate purposes -- they were paying customers, after all, and The Customer is Always Right.	Nigerian PLACE country="NG" form="NAM" gazref="IGDB:17979109" id="Pl-1" latLong="10.000°N 8.000°E" type="COUNTRY"
But even after that huge mistake -- or rather, because of it -- the company's top executives began dumping shares like mad . What's scary is that since they started selling, the stock's down about 5%.	
Clearly, they were expecting lots more damage.	
These insider sales were certainly stupid, and probably criminal (though the legal proof may be hard to come by) but the solution is easy enough: They need to buy stock from the company itself, at some premium to the prices at which they sold -- they'll have the same stake as before, the shareholders would have gotten their money back (since the premium goes to the company, which is owned by the shareholders), and there's no need to disrupt their business by taking the matter to court.	
Or, if you want to do things the SEC's way, you could 1) Hire a bunch of lawyers with the company's (shareholders') money, 2) Hire a legion of PR firms to explain away that frivolous spending, 3) Hire a new accountant to magically turn that spending into an investment amortizable over twenty years, and 4) Settle out-of-court by having the execs give the SEC some pittance (for which they'll likely be compensated by the company) and a statement that "We neither admit nor deny that we did what you claim, but we'll never do it again." Thank God for the SEC -- they've practically made it a shareholder's utopia , here.	
 Southern states considering higher cigarette taxes?	
2005-02-26T14:44:00 Good plan; cigarettes impose pretty high penalties on states, inasmuch as the states are caretakers for plenty of people who are ill thanks to cigarettes.	
What's notable in this debate, however, is that according to MSN Moneycentral , tobacco executives are attacking the tax by noting that "While North Carolina 's excise tax is only 5 cents, the total taxes given to North Carolina by smokers adds up to more than 61 cents per pack."	North Carolina PLACE country="US" form="NAM" gazref="IGDB:1028616" id="Pl-3" latLong="35.501°N 80.001°W" state="NC" type="CIVIL"
Okay, okay -- since the tobacco companies pay lots of money to the states, that's technically accurate.	
But the point of these taxes is to align the price of a pack with the cost to society, and inasmuch as these penalties aren't assessed on a per-pack basis, they don't -- they're a lump-sum reflection of the taxes these companies ought to have paid before.	
Interestingly, the policy of making cigarette buyers pay to compensate society for the costs they impose is a politically palatable synthesis of the unpalatable notion of simply refusing treatment unless they pay full cost.	
They're basically buying future medical care throughout their lives, rather than eventually making the (healthy) remainder of the populace pay up.	
In short: Good plan.	
 Icahn's back!	
2005-02-28T22:11:00 You'd think he was busy enough with Blockbuster and Hollywood , but Carl Icahn is once again going after Mylan labs . I'd love to call it a classic raid -- he's making an offer for the company, nominating his own board, claiming management can accept one or the other or both, and hinting that if they paid him enough, he'd probably go away.	Hollywood PLACE country="US" form="NAM" gazref="IGDB:1661757" id="Pl-1" latLong="34.098°N 118.326°W" state="US-CA" type="PPL"
But the whole point of raiding is to outsmart an opponent, and that means the strategy changes constantly.	
In this case, the most interesting twist is that he's shorting shares of Mylan's acquisition target, King Pharmaceuticals; he's basically doubling down on the bet that they won't acquire.	
Not only that, but if Mylan bought him out, they'd have less money to fund a purchase of King Pharmaceuticals.	
Either way, he's showing a lot of confidence.	
Given his record, it's warranted.	
 Yuganskneftegaz to be spun off from Rosneft	
2005-03-02T12:07:00 After being stolen from Yukos, Yuganskneftegaz will be spun off from Rosneft, which will then be sold to Gazprom .	
So far, what we've seen is that 1) An asset was owned by the state , 2) It was sold for a ridiculously low price, 3) It was stolen back by the state , and 4) Now it's being shuffled around among various state -owned and state -influenced companies.	state PLACE country="RU" form="NOM" id="Pl-6"
However, some other actions are signalling a shift: Russia is also reducing the local ownership requirement for Gazprom, allowing outsiders to buy into the stock.	Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-1" latLong="60.000°N 100.000°E" type="COUNTRY"
Not that any reasonable people would buy Russian assets when the rights to such assets are so tenuous, but still...	Russian PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-2" latLong="60.000°N 100.000°E" predicative="true" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-1" latLong="60.000°N 100.000°E" type="COUNTRY"
 FTC halts Blockbuster's bid for Hollywood 	Hollywood PLACE country="US" form="NAM" gazref="IGDB:1661757" id="Pl-1" latLong="34.098°N 118.326°W" state="CA" type="PPL"
2005-03-06T22:18:00 The FTC has issued an injunction against Blockbuster to halt their attempted buyout of Movie Gallery , which shouldn't surprise anyone.	
Of course, how it's anticompetitive for the members of a dying corner of a vibrant industry to hook up is beyond me: Clearly, among all the alternative sources for films, movie rental stores are on the way out.	
I'm tempted to predict that this will all be rendered moot, either by a higher bid from Movie Gallery or by the industry changing fast enough that nobody cares.* *And TheStreet.com has a dyslexic price for Movie Gallery -- it's $23.46, no $26.	
43 Full Disclosure: If only their quotes were right.	
I own shares of Movie Gallery.	
 Philip Morris looks at some unorthodox expansion tactics	
2005-03-14T22:22:00 I'm not sure what's more remarkable -- that Philip Morris is buying an Indonesian tobacco company , or that there are any independent foreign tobacco companies left.	Indonesian PLACE country="ID" form="NAM" gazref="IGDB:17320538" id="Pl-3" latLong="5.000°S 120.000°E" type="COUNTRY"
Outside the US , the business is one of the best around -- high growth, high cash flow, and thanks to local tax structures, plenty of government support.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-1" type="COUNTRY"
Thanks to the stigma of producing cigarettes, the only acquirers are the folks already in the business.	
I'm going to go out on a limb and call the international tobacco business one of the most lucrative around for the next ten years -- you just need to sit back and wait for the American companies to make an offer, and in the meantime, collect those dividends.	American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-2" type="COUNTRY"
 Google News sued	
2005-03-19T11:25:00 And given that their defense will essentially be "Any publicity is good publicity," it's ironic that this lawsuit will get them a lot of attention.	
The gist: AFP is suing Google for using their content without permission . Google argues that since they give everyone a chance to opt-out, they already have permission (a little weak -- but really, all Google News does is blogging without the commentary.	
Or the blogger).	
No idea who will win in this case, but it can't harm Google much even if they lose: The amount at stake is only $18 million.	
Anonymous ?	
???-??-??T14:21:00 ??	
??-??-??T14:21:00 ???	
?-??-??T14:21:00 ????	
-??-??T14:21:00 ????-?	
?-??T14:21:00 ????-??	
-??T14:21:00 ????-??-?	
?T14:21:00 ????-??-??	
T14:21:00 Whether Google has a lot to lose in this case cannot be measured just by the damages sought, but by the potential precedent.	
If the court determines that scraping and redisplaying portions of copyrighted material is not a "fair use" under US copyright laws, then it seems to me Google has a very big issue to contend with.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-1" type="COUNTRY"
 The story that refuses to end	
2005-04-01T12:41:00 MCI has repoened their merger talks with Qwest .	
I still don't know where this deal will end up -- as I said a while ago, Verizon raised their bid, but for now the disparity between the two is so high that it's hard to justify the board's decision (particularly, for those of you in the Verizon-is-more-stable camp, because someone who feels that way can sell the MCI stock they get and buy Verizon, cancelling out that particular negative consequence at a minimal cost).	
TheAssetman ?	
???-??-??T22:38:00 ??	
??-??-??T22:38:00 ???	
?-??-??T22:38:00 ????	
-??-??T22:38:00 ????-?	
?-??T22:38:00 ????-??	
-??T22:38:00 ????-??-?	
?T22:38:00 ????-??-??	
T22:38:00 Actually, I'm beginning to feel that way as well.	
And I've been in the Verizon MCI camp for quite awhile here.	
It's more than just disparity between the two deals, however.	
It really becomes how much premium should one pay for these assets coming out of bankrupcy.	
As the bidding gets higher the risk of the deal actually working increases.	
Qwest is playing a very risky game here, but from a position of desparation.	
Verizon could absorb a deal that didn't totally work out, but why should they take risk by paying more for it?	
They might see themselves five years from now buying the COMBINED entity for less.	
For investors at this point, I'd just take the money and run.	
Or as you say, take the money and just buy Verizon with it (I'd think about doing a pairs trade on this one).	
My sense is that Qwest will win because they feel they have no other choice-- and can get the financing.	
Then we will see whether they can skirt bankruptcy themselves..	
 Need Active Angel Investor for guaranteed capital deal	
8 Feb 2005 09:06:49 -0800 Need Active Angel Investor for guaranteed capital deal I am the head of a company that raised an angel round of financing from a San Francisco angel investor who I never physically met initially.	San Francisco PLACE country="US" form="NAM" gazref="IGDB:278593" id="Pl-1" latLong="37.775°N 122.418°W" state="US-CA" type="PPL"
Without sounding pretentious, he read my business plan and on the strength of it, wired me money a few weeks later I am currently reviewing investor interest for a guaranteed motion picture capital fund (YES INVESTMENT IS 100% PROTECTED AND SECURED IN THE EVENT FILMS DO NOT PERFOM USING INNOVATIVE FIANCING HEDGE) for the following I am looking for an active investor partner for several films including a Russian "Goodfellas" meets "Once Upon A Time In America " and several high end studi-esque horror films where the principal of an investment is secured 100% exclusive of performance.	America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-3" type="COUNTRY",Russian PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-2" latLong="60.000°N 100.000°E" predicative="true" type="COUNTRY"
There is ripe window of opportunity right now for independently financed film examplified with the recent success of such films as Napolean Dynamite (made for 250,000, sold for 5 mil, made 50 million at b.o.	
), Garden State, Open Water, Maria Full of Grace, Motorcyle Diaries, SAW (made for 750,000-made 60 mil.) and others.	
the CEOS and execs of companies such as Fred Smith of FEDEX, Norman Waitt Of Gateway, Jeff Skoll of Ebay, Roger Marino of EMC, Marc Turtletaub of The Money Store, Marc Cuban Todd Wagner, and others have all parked their money in film ventures and deals similar to ours, I need a similar self made entrepreneur who recently sold his company; is currently at the helm of one; or, a recently exited executive with a large severance pay who is sitting in the middle of nowhere, USA , is bored, and has always secretly wanted to get into the film business for tax, vanity, or alternative investment reasons.	USA PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-4" type="COUNTRY"
While it seems there are other situations that are similar to mine, i feel that because I do offer a 100% capital guarantee of principal on investment, my business model and risk minimization offers more of a clear cut exit strategy than just a pie in the sky deal.	
I am looking for someone who can help me get the financing and is no frills, reliable, and visionary when it will come down to it.	
Someone who has an extensive network in alternative investments, hedge funds, private equity, and an old-school network.	
I am not looking for a boiler room cold caller, but someone that can present my deal to 5-10 guys and make it happen. email to filmhe...@aol.com	
 The Pain of Childbirth	
Thu, 20 Jan 2005 10:04:19 +0100 The Pain of Childbirth I have 2 girls already, nearly 8 and 4.5 yrs and I have always said I will NEVER forget the pain of childbirth.	 
Abby was a true water birth (3kg - normal) and with Fiona I was dragged out of the pool after the head crowned (gyno had written on my notes she was 4kg (large) and that she was not to be born in the water (long painful story!	 
) I can still remember though the pain I felt.	 
I am on the large side but I am so worried about how I'm going to cope with a natural childbirth without a pool (not available round here).	 
I've seen videos and heard of ladies who have "managed" their pain control.	 
How in Heavens name can you do that?	 
I've been there; I know what the pain feels like!!	 
Can anyone give me advice or let me know of any techniques which might be able to help?	 
Thanks in advance.	 
Anna Mc Dagny Thu, 20 Jan 2005 06:08:30 -0500 Re: The Pain of Childbirth If you don't have an institutional water birth available, have you considered just staying home?	 
Unassisted or midwife attended?	 
I understand hypnobirthing can be very helpful.	 
I am not pursuing it because I was able to go inside the pain to the good place without training, last time.	 
I have not been thinking much about the hard part of labor prior to getting so close.	 
Now I remember how intense it is.	 
I think I am still looking forward to it more than fearing it, but hey.	 
It's a really intense, vulnerable thing.	 
-- Dagny Welches Thu, 20 Jan 2005 15:52:49 GMT Re: The Pain of Childbirth If you go for a home birth you can rent a birthing pool.	 
I wouldn't necessaritly say that you will have a repeat labour!	 
My first labour I was 30 hours and had an epidural after 22 hours.	 
#2 I went in saying "give me the epidural asap-and never got to the state where I felt that I needed it.	 
Only had tens and gas-and-air.	 
So don't give up on the idea of a natural birth because last time was painful.	 
I think different people different labours are different, so just because one person says "I did *** and it didn't hurt a bit" doesn't mean that it will work for someone else, so going in with a set of suggestions, and being prepared to try them and see which is the best is probably the most helpful.	 
(Oh and "it didn't hurt a bit" is usually helped by mummy amnesia!!;-P) Debbie	 
 waiver of extradition means what	
Thu, 02 Dec 2004 16:48:31 -0500 waiver of extradition means what My girlfriend was on the run from probation in Fla when she got herself in trouble here in Az . which apparantly, true to her habits, she tried to avoid by not showing up for court.	Fla PLACE country="US" form="NAM" gazref="IGDB:295478" id="Pl-1" latLong="28.750°N 82.500°W" state="FL" type="CIVIL",Az PLACE country="US" form="NAM" gazref="IGDB:1780777" id="Pl-9" latLong="34.500°N 111.500°W" state="AZ" type="CIVIL"
Time goes by, we meet etc etc she gets herself under the scrutiny of the police and into jail again. fla trouble 1999 she signed a waiver of extradition as part of her plea deal Az in trouble in 2001, fla is mentioned and she signs another waiver of extradition, posts bonds and skips (not far enough apparantly) Az troubles again in 2004, she serves 6 months , then the day before she is to be released to do 5 yrs probation her in az , fla shows up and takes her to fla faceing her original 1999 charges which are still open (she failed miserably at probation) I think they want to give her 3 years.	az PLACE country="US" form="NAM" gazref="IGDB:1780777" id="Pl-10" latLong="34.500°N 111.500°W" state="AZ" type="CIVIL",Az PLACE country="US" form="NAM" gazref="IGDB:1780777" id="Pl-9" latLong="34.500°N 111.500°W" state="AZ" type="CIVIL",fla PLACE country="US" form="NAM" gazref="IGDB:295478" id="Pl-4" latLong="28.750°N 82.500°W" state="FL" type="CIVIL"
my question isa this, what the heck is a waiver of extradition good 4 ?	
How will her probation be affected here?	
I ask around locally and no one will reply, not her public defender, the public defenders office, so I guess this is my last resource cuase I cannot afford to consult with an attorney.	
Thanks in advance, MLM the guy who shoulda known better.	
............ better..	
........... better...	
.......... better....	
......... better.....	
........ better......	
....... better.......	
...... better........	
..... better.........	
.... better..........	
... better...........	
.. better............	
. better.............	
Eliyahu Rooff Mon, 06 Dec 2004 10:02:57 -0500 Re: waiver of extradition means what The waiver of extradition that she signed simply means that if she skips out and goes to another state, she can't contest the right of the original court to have her hauled back to its jurisdiction, and that the court won't have to initiate the time-consuming process of extraditing her.	
Instead, if the cops pick her up, she can be shipped back without delay.	
Might be time to find a new girlfriend..	
. this one seems to have a habit of ducking out when things get rough.	
Eliyahu Michael Jacobs Mon, 06 Dec 2004 10:08:56 -0500 Re: waiver of extradition means what She's going to have a lot of separate offenses to account for by this time.	
2 "FTA"s (failure to appear), one in FL and one in AZ , plus whatever the original charges were in both cases.	AZ PLACE country="US" form="NAM" gazref="IGDB:1780777" id="Pl-22" latLong="34.500°N 111.500°W" state="AZ" type="CIVIL",FL PLACE country="US" form="NAM" gazref="IGDB:295478" id="Pl-20" latLong="28.750°N 82.500°W" state="FL" type="CIVIL"
That means she has given up the right to force the FL authorities to go thru legal due process in demanding that the AZ authorities turn her over to them for further prosecution.	AZ PLACE country="US" form="NAM" gazref="IGDB:1780777" id="Pl-22" latLong="34.500°N 111.500°W" state="AZ" type="CIVIL",FL PLACE country="US" form="NAM" gazref="IGDB:295478" id="Pl-20" latLong="28.750°N 82.500°W" state="FL" type="CIVIL"
All the FL prosecutors have to do is ask, and the AZ jailers will pack her up in a van or a plane and ship her back to FL for trial on the FTA charge and probably to commence her serving time under the suspended sentence that went along with her original probation.	AZ PLACE country="US" form="NAM" gazref="IGDB:1780777" id="Pl-22" latLong="34.500°N 111.500°W" state="AZ" type="CIVIL",FL PLACE country="US" form="NAM" gazref="IGDB:295478" id="Pl-20" latLong="28.750°N 82.500°W" state="FL" type="CIVIL"
She's in DEEP SH__T if you haven't already figure that out.	
Nowhere in USA would be far enough if she waived extradition.	USA PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-21" type="COUNTRY"
Of course they do.	
That's what her waiver of extradition meant they could do.	
They let her serve her time in AZ , then they come and get her to serve her time in FL .	AZ PLACE country="US" form="NAM" gazref="IGDB:1780777" id="Pl-22" latLong="34.500°N 111.500°W" state="AZ" type="CIVIL",FL PLACE country="US" form="NAM" gazref="IGDB:295478" id="Pl-20" latLong="28.750°N 82.500°W" state="FL" type="CIVIL"
This is what happens when people blow off the chances they are given to straighten out by being given probation.	
Thumb your nose at the court often enough, and they will bring all sorts of crap down on your head, re-instituting the original suspended sentences and possibly adding on for the FTA.	
What is it GOOD for?	
It's good for the STATE, not for the convict.	
It lets them skip some of the legal procedures she would otherwise be entitled to, in order to ship her from one state to another.	
But they were entitled to demand that waiver as a condition of probation; if she had not agreed to voluntarily waive that right, they probably would have just thrown her in jail for the 3 year sentence the first time around and she wouldn't have been given the chance to go straight during probation and avoid jail altogether.	
She doesn't have a lot of leeway here.	
She has done this numerous times and they are not likely to give her another wide open chance like they did the first 3 times.	
She will probably have to serve out her sentence in FL , AND if she has not already served all her time in AZ , they will then ship her back there to do THAT time.	AZ PLACE country="US" form="NAM" gazref="IGDB:1780777" id="Pl-22" latLong="34.500°N 111.500°W" state="AZ" type="CIVIL",FL PLACE country="US" form="NAM" gazref="IGDB:295478" id="Pl-20" latLong="28.750°N 82.500°W" state="FL" type="CIVIL"
Waitaminit, you said she DOES have a public defender?	
OK, he she is doing all they can, but that's not much, under the circumstances.	
You're complaining that YOU can't get an atty?	
You don't need one.	
And her attys will not talk to you because you are not entitled to participate in their confidential communications with their client.	
But won't your GF tell you these things?	
If not, maybe it's because she doesn't want you to know either.	
Which you would then take into account in deciding if you still want her to be your significant other.	
Anyway, good luck, -- This posting is for discussion purposes, not professional advice.	
Anything you post on this Newsgroup is public information.	
I am not your lawyer, and you are not my client in any specific legal matter.	
For confidential professional advice, consult your own lawyer in a private communication.	
Mike Jacobs LAW OFFICE OF W. MICHAEL JACOBS 10440 Little Patuxent Pkwy #300 Columbia , MD 21044 (tel) 410-740-5685 (fax) 410-740-4300	Columbia PLACE country="US" form="NAM" gazref="IGDB:591002" id="Pl-24" latLong="39.240°N 76.840°W" state="MD" type="PPL",21044 PLACE country="US" form="NAM" id="Pl-26" state="MD" type="POSTALCODE",MD PLACE country="US" form="NAM" gazref="IGDB:1715934" id="Pl-25" latLong="39.000°N 76.750°W" state="MD" type="CIVIL",10440 Little Patuxent Pkwy #300 PLACE country="US" form="NAM" id="Pl-23" state="MD" type="ROAD"
 Question regarding simple assault &amp; battery	
Sat, 29 Jan 2005 22:25:56 -0500 Question regarding simple assault &amp; battery My roommate was hospitalized in mid-November for lung surgery and spent several days on loads of pain medication.	 
On the fourth day of his stay, he was moved out of the ICU to the step-down unit , with a diagnosis of " ICU Psychosis secondary to narcotic administration" and post thoracostomy."	 
He was confused, because of the medication but was not aggressive or threatening in any manner.	 
I saw him each day and as soon as we spoke, he became oriented and was perfectly fine.	 
This was witnessed by both the nursing staff and his doctors.	 
During the early evening hours of his sixth hospital day, he got up, dressed, pulled his chest tube out and managed to get out of the hospital and across four lanes of busy evening traffic, to our apartment .	 
By the time he got to our home , he was very short of breath and there was a nurse and orderly who told me "he's crazy and just walked out."	 
I sat him down on the couch and talked to him, and asked him what had happened.	 
He said he'd asked for something for pain and they told hime he couldn't have anything.	 
Then the orderly was apparently rude to him, and that's when he got up and decided to come home.	 
A short time later, two police officers showed up and told me they had to take him back to the hospital .	 
He went back with the officers, gave them no problems at all.	 
I received a call from the shift supervisor who told me they'd replaced his chest tube, given him some pain medication and he was doing much better.	 
I told her to pass on the other shifts that if he became confused or upset to call me, and I'd talk to him, and get him settled down.	 
At 2:15 the next morning, I received a call from the night shift supervisor who told me my friend had been "verbally abusive and aggressive" and would I come over and talk to him.	 
So, I went over there, getting to his room right at 2:30.	 
There were two cops there and I asked what had happened.	 
My roommate was in bed, sound asleep, and had all of his clothes on.	 
A nurse said, "He beat two of us up.	 
The cops are here because we're pressing charges."	 
I've lived with this man 9 years and never in that time have I ever seen him be aggressive, violent or abusive in anyway.	 
I asked to speak to the two nurses whom he'd alledgedly hit and was told I couldn't do that.	 
An hour or so passed and the got my roommate out of bed, took his chest tube out and discharged him.	 
